Nº BO;FATO;FATO AGRUPADO;BAIRRO DO FATO;UF DO FATO;MUNICÍPIO DO FATO;CÓDIGO IBGE;ANO DO FATO;DATA DO FATO;HORA DO FATO;ENVOLVIMENTO;SEXO;NACIONALIDADE;ESCOLARIDADE;COR/RAÇA;IDADE NO FATO
1040/2023 - DP-NOVA ALVORADA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;NOVA ALVORADA DO SUL;5006002;2023;04/11/2023;03:50:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;45.0
1040/2023 - DP-NOVA ALVORADA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;NOVA ALVORADA DO SUL;5006002;2023;04/11/2023;03:50:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;44.0
509/2023 - DP-ELDORADO;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;ZONA RURAL;MS;ELDORADO;5003751;2023;03/11/2023;21:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;46.0
509/2023 - DP-ELDORADO;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;ZONA RURAL;MS;ELDORADO;5003751;2023;03/11/2023;21:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;45.0
906/2023 - DP-APARECIDA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;APARECIDA DO TABOADO;5001003;2023;23/09/2023;18:35:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;N/I;49.0
906/2023 - DP-APARECIDA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;APARECIDA DO TABOADO;5001003;2023;23/09/2023;18:35:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;35.0
5889/2023 - DEPAC-DDOS;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CANAA I;MS;DOURADOS;5003702;2023;11/09/2023;18:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;35.0
5889/2023 - DEPAC-DDOS;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CANAA I;MS;DOURADOS;5003702;2023;11/09/2023;18:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;N/I;30.0
916/2023 - DP-ANASTACIO;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM PROGRESSO;MS;ANASTÁCIO;5000708;2023;08/09/2023;08:30:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;N/I;27.0
916/2023 - DP-ANASTACIO;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM PROGRESSO;MS;ANASTÁCIO;5000708;2023;08/09/2023;08:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;22.0
315/2023 - DAM-PARANAÍBA;HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;50.0
315/2023 - DAM-PARANAÍBA;HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;42.0
315/2023 - DAM-PARANAÍBA;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;50.0
315/2023 - DAM-PARANAÍBA;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;42.0
315/2023 - DAM-PARANAÍBA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;50.0
315/2023 - DAM-PARANAÍBA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;42.0
315/2023 - DAM-PARANAÍBA;FURTO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;50.0
315/2023 - DAM-PARANAÍBA;FURTO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS;SANTO ANTONIO;MS;PARANAÍBA;5006309;2023;29/08/2023;10:35:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;42.0
5132/2023 - DEPAC-DDOS;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;VILA ALMEIDA;MS;DOURADOS;5003702;2023;09/08/2023;21:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;56.0
5132/2023 - DEPAC-DDOS;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;VILA ALMEIDA;MS;DOURADOS;5003702;2023;09/08/2023;21:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;37.0
5061/2023 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM LOS ANGELES;MS;CAMPO GRANDE;5002704;2023;08/08/2023;06:45:00;AUTOR;MASCULINO;N/I;N/I;N/I;19.0
5061/2023 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM LOS ANGELES;MS;CAMPO GRANDE;5002704;2023;08/08/2023;06:45:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;29.0
4840/2023 - DEPAC-DDOS;HOMICIDIO QUALIFICADO POR MOTIVO FUTIL;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;PARDA;42.0
4840/2023 - DEPAC-DDOS;HOMICIDIO QUALIFICADO POR MOTIVO FUTIL;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;35.0
4840/2023 - DEPAC-DDOS;HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;PARDA;42.0
4840/2023 - DEPAC-DDOS;HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;35.0
4840/2023 - DEPAC-DDOS;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;PARDA;42.0
4840/2023 - DEPAC-DDOS;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;35.0
4840/2023 - DEPAC-DDOS;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;PARDA;42.0
4840/2023 - DEPAC-DDOS;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;RESIDENCIAL ESPLANADA;MS;DOURADOS;5003702;2023;30/07/2023;00:28:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;35.0
742/2023 - DP-ANASTACIO;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;VILA UMBELINA;MS;ANASTÁCIO;5000708;2023;23/07/2023;14:30:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;BRANCA;39.0
742/2023 - DP-ANASTACIO;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;VILA UMBELINA;MS;ANASTÁCIO;5000708;2023;23/07/2023;14:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;BRANCA;36.0
964/2023 - DP-AMAMBAI;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;;MS;AMAMBAI;5000609;2023;22/07/2023;02:36:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;PARDA;48.0
964/2023 - DP-AMAMBAI;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;;MS;AMAMBAI;5000609;2023;22/07/2023;02:36:00;VÍTIMA;FEMININO;BRASILEIRO(A);NAO ALFABETIZADO;N/I;43.0
964/2023 - DP-AMAMBAI;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;AMAMBAI;5000609;2023;22/07/2023;02:36:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;PARDA;48.0
964/2023 - DP-AMAMBAI;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;AMAMBAI;5000609;2023;22/07/2023;02:36:00;VÍTIMA;FEMININO;BRASILEIRO(A);NAO ALFABETIZADO;N/I;43.0
231/2023 - DAM-NOVA ANDRADINA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CONJUNTO HABITACIONAL DURVAL ANDRADE FILHO;MS;NOVA ANDRADINA;5006200;2023;12/07/2023;13:30:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;27.0
231/2023 - DAM-NOVA ANDRADINA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CONJUNTO HABITACIONAL DURVAL ANDRADE FILHO;MS;NOVA ANDRADINA;5006200;2023;12/07/2023;13:30:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;20.0
231/2023 - DAM-NOVA ANDRADINA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CONJUNTO HABITACIONAL DURVAL ANDRADE FILHO;MS;NOVA ANDRADINA;5006200;2023;12/07/2023;13:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;27.0
1369/2023 - 1DP-NAVIRAÍ;HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;CENTRO SETOR 3;MS;NAVIRAI;5005707;2023;09/07/2023;02:30:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;22.0
1369/2023 - 1DP-NAVIRAÍ;HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;CENTRO SETOR 3;MS;NAVIRAI;5005707;2023;09/07/2023;02:30:00;VÍTIMA;FEMININO;ESTRANGEIRO(A);N/I;N/I;29.0
1369/2023 - 1DP-NAVIRAÍ;HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;CENTRO SETOR 3;MS;NAVIRAI;5005707;2023;09/07/2023;02:30:00;VÍTIMA;FEMININO;N/I;N/I;N/I;123.0
1369/2023 - 1DP-NAVIRAÍ;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO SETOR 3;MS;NAVIRAI;5005707;2023;09/07/2023;02:30:00;VÍTIMA;FEMININO;ESTRANGEIRO(A);N/I;N/I;29.0
4198/2023 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;PARQUE DO LAGEADO;MS;CAMPO GRANDE;5002704;2023;01/07/2023;05:00:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;30.0
4198/2023 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;PARQUE DO LAGEADO;MS;CAMPO GRANDE;5002704;2023;01/07/2023;05:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;18.0
4174/2023 - 1DEAM;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;VILA NATHALIA;MS;CAMPO GRANDE;5002704;2023;29/06/2023;23:30:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;25.0
4174/2023 - 1DEAM;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;VILA NATHALIA;MS;CAMPO GRANDE;5002704;2023;29/06/2023;23:30:00;VÍTIMA;FEMININO;N/I;N/I;N/I;25.0
2466/2023 - 1DP-CORUMBA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;CORUMBÁ;5003207;2023;26/05/2023;12:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;52.0
2466/2023 - 1DP-CORUMBA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;CORUMBÁ;5003207;2023;26/05/2023;12:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;45.0
2933/2023 - 1DEAM;HOMICIDIO QUALIFICADO POR MOTIVO FUTIL;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;JARDIM COLIBRI DOIS;MS;CAMPO GRANDE;5002704;2023;30/04/2023;02:50:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;25.0
2933/2023 - 1DEAM;HOMICIDIO QUALIFICADO POR MOTIVO FUTIL;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;JARDIM COLIBRI DOIS;MS;CAMPO GRANDE;5002704;2023;30/04/2023;02:50:00;VÍTIMA;MASCULINO;BRASILEIRO(A);N/I;BRANCA;24.0
2933/2023 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM COLIBRI DOIS;MS;CAMPO GRANDE;5002704;2023;30/04/2023;02:50:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;25.0
2933/2023 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM COLIBRI DOIS;MS;CAMPO GRANDE;5002704;2023;30/04/2023;02:50:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;BRANCA;22.0
481/2023 - DP-IVINHEMA;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;;MS;NOVO HORIZONTE DO SUL;5006259;2023;08/04/2023;03:30:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;N/I;32.0
481/2023 - DP-IVINHEMA;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;;MS;NOVO HORIZONTE DO SUL;5006259;2023;08/04/2023;03:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;44.0
481/2023 - DP-IVINHEMA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;NOVO HORIZONTE DO SUL;5006259;2023;08/04/2023;03:30:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;N/I;32.0
481/2023 - DP-IVINHEMA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;NOVO HORIZONTE DO SUL;5006259;2023;08/04/2023;03:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;44.0
321/2023 - DP-RIO BRILHANTE;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;RIO BRILHANTE;5007208;2023;30/03/2023;09:30:00;VÍTIMA;FEMININO;ESTRANGEIRO(A);N/I;N/I;32.0
