Nº BO;FATO;FATO AGRUPADO;BAIRRO DO FATO;UF DO FATO;MUNICÍPIO DO FATO;CÓDIGO IBGE;ANO DO FATO;DATA DO FATO;HORA DO FATO;ENVOLVIMENTO;SEXO;NACIONALIDADE;ESCOLARIDADE;COR/RAÇA;IDADE NO FATO
1097/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;BOSQUE SANTA MONICA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;23:14:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;28.0
1097/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;BOSQUE SANTA MONICA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;23:14:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;23.0
1097/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;BOSQUE SANTA MONICA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;23:14:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;23.0
1097/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;BOSQUE SANTA MONICA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;23:14:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;28.0
1096/2026 - 1DEAM;ESTUPRO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, ESTUPRO, FATOS TIPICOS;JARDIM LEBLON;MS;CAMPO GRANDE;5002704;2026;11/02/2026;23:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;22.0
191/2026 - DP-RIBAS RIO PARDO;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;PARQUE ESTORIL I;MS;RIBAS DO RIO PARDO;5007109;2026;11/02/2026;22:32:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;26.0
191/2026 - DP-RIBAS RIO PARDO;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;PARQUE ESTORIL I;MS;RIBAS DO RIO PARDO;5007109;2026;11/02/2026;22:32:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR INCOMPLETO;BRANCA;35.0
397/2026 - 1DP-NAVIRAÍ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;COJUNTO HABITACIONAL HARRY AMORIM COSTA;MS;NAVIRAI;5005707;2026;11/02/2026;20:09:00;AUTOR;FEMININO;BRASILEIRO(A);N/I;N/I;22.0
397/2026 - 1DP-NAVIRAÍ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;COJUNTO HABITACIONAL HARRY AMORIM COSTA;MS;NAVIRAI;5005707;2026;11/02/2026;20:09:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;42.0
379/2026 - 1DP-PONTA PORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;RESIDENCIAL KAMEL SAAD;MS;PONTA PORÃ;5006606;2026;11/02/2026;19:56:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;31.0
379/2026 - 1DP-PONTA PORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;RESIDENCIAL KAMEL SAAD;MS;PONTA PORÃ;5006606;2026;11/02/2026;19:56:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;37.0
154/2026 - 1DP-JARDIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;VILA ANGELICA DOIS;MS;JARDIM;5005004;2026;11/02/2026;19:49:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;20.0
154/2026 - 1DP-JARDIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;VILA ANGELICA DOIS;MS;JARDIM;5005004;2026;11/02/2026;19:49:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;23.0
1095/2026 - 1DEAM;DIFAMACAO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DIFAMAÇAO;SANTO ANTONIO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;19:30:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR COMPLETO;PARDA;59.0
1095/2026 - 1DEAM;DIFAMACAO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DIFAMAÇAO;SANTO ANTONIO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;19:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR COMPLETO;BRANCA;55.0
167/2026 - DP-CAARAPO;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;ZONA RURAL;MS;CAARAPÓ;5002407;2026;11/02/2026;19:30:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;INDÍGENA;24.0
167/2026 - DP-CAARAPO;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;ZONA RURAL;MS;CAARAPÓ;5002407;2026;11/02/2026;19:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;28.0
269/2026 - 1DP-COXIM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;FLAVIO GARCIA;MS;COXIM;5003306;2026;11/02/2026;17:10:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;BRANCA;41.0
269/2026 - 1DP-COXIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;FLAVIO GARCIA;MS;COXIM;5003306;2026;11/02/2026;17:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;17.0
269/2026 - 1DP-COXIM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;FLAVIO GARCIA;MS;COXIM;5003306;2026;11/02/2026;17:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;17.0
269/2026 - 1DP-COXIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;FLAVIO GARCIA;MS;COXIM;5003306;2026;11/02/2026;17:10:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;BRANCA;41.0
377/2026 - 1DP-PONTA PORÃ;LESAO CORPORAL, SE A LESAO FOR PRATICADA CONTRA A MULHER, POR RAZOES DA CONDIÇAO DO SEXO FEMININO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;VILA MAISA;MS;PONTA PORÃ;5006606;2026;11/02/2026;17:10:00;AUTOR;MASCULINO;ESTRANGEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;39.0
377/2026 - 1DP-PONTA PORÃ;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;VILA MAISA;MS;PONTA PORÃ;5006606;2026;11/02/2026;17:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;24.0
377/2026 - 1DP-PONTA PORÃ;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;VILA MAISA;MS;PONTA PORÃ;5006606;2026;11/02/2026;17:10:00;AUTOR;MASCULINO;ESTRANGEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;39.0
377/2026 - 1DP-PONTA PORÃ;LESAO CORPORAL, SE A LESAO FOR PRATICADA CONTRA A MULHER, POR RAZOES DA CONDIÇAO DO SEXO FEMININO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;VILA MAISA;MS;PONTA PORÃ;5006606;2026;11/02/2026;17:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;37.0
377/2026 - 1DP-PONTA PORÃ;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;VILA MAISA;MS;PONTA PORÃ;5006606;2026;11/02/2026;17:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;37.0
1085/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;PARQUE DOS LARANJAIS;MS;CAMPO GRANDE;5002704;2026;11/02/2026;17:04:00;VÍTIMA;FEMININO;N/I;FUNDAMENTAL INCOMPLETO;PARDA;18.0
1085/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;PARQUE DOS LARANJAIS;MS;CAMPO GRANDE;5002704;2026;11/02/2026;17:04:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;15.0
1085/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;PARQUE DOS LARANJAIS;MS;CAMPO GRANDE;5002704;2026;11/02/2026;17:04:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;25.0
61/2026 - DAM-NAVIRAÍ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;CENTRO;MS;NAVIRAI;5005707;2026;11/02/2026;16:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;30.0
1086/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:19:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1086/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:19:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;BRANCA;36.0
1086/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:19:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;BRANCA;36.0
1086/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:19:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;BRANCA;36.0
1086/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:19:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1086/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:19:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1094/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NASSER;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;N/I;46.0
1094/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NASSER;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;48.0
1094/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;NASSER;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;N/I;46.0
1094/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;NASSER;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;48.0
1094/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;NASSER;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;48.0
1094/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;NASSER;MS;CAMPO GRANDE;5002704;2026;11/02/2026;16:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;N/I;46.0
1090/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;56.0
1090/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;15:00:00;AUTOR;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1090/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;15:00:00;AUTOR;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1090/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;30.0
1090/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;30.0
1090/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM CAMPO ALTO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;56.0
1087/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:52:00;VÍTIMA;FEMININO;ESTRANGEIRO(A);FUNDAMENTAL INCOMPLETO;INDÍGENA;34.0
1087/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:52:00;VÍTIMA;FEMININO;N/I;MEDIO INCOMPLETO;PARDA;18.0
1087/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:52:00;AUTOR;MASCULINO;ESTRANGEIRO(A);N/I;PARDA;33.0
1399/2026 - DEPAC-CEPOL-CG;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM NOROESTE;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:12:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;BRANCA;33.0
1399/2026 - DEPAC-CEPOL-CG;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM NOROESTE;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:12:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;31.0
1399/2026 - DEPAC-CEPOL-CG;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;JARDIM NOROESTE;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:12:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;53.0
1084/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;CONJUNTO JOSE ABRAO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:00:00;AUTOR;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;34.0
1084/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;CONJUNTO JOSE ABRAO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;48.0
1084/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;CONJUNTO JOSE ABRAO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:00:00;AUTOR;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;34.0
1084/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;CONJUNTO JOSE ABRAO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;14:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;48.0
1080/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:25:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;30.0
1080/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PRETA;26.0
1080/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:25:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;30.0
1080/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PRETA;26.0
1080/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:25:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;30.0
1080/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;NOVA LIMA;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PRETA;26.0
1082/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;CONJUNTO AERO RANCHO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:00:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;19.0
1082/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;CONJUNTO AERO RANCHO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:00:00;VÍTIMA;FEMININO;N/I;SUPERIOR INCOMPLETO;PARDA;31.0
1082/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;CONJUNTO AERO RANCHO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:00:00;VÍTIMA;FEMININO;N/I;SUPERIOR INCOMPLETO;PARDA;31.0
1082/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;CONJUNTO AERO RANCHO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:00:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;19.0
1082/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;CONJUNTO AERO RANCHO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:00:00;VÍTIMA;FEMININO;N/I;SUPERIOR INCOMPLETO;PARDA;31.0
1082/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;CONJUNTO AERO RANCHO;MS;CAMPO GRANDE;5002704;2026;11/02/2026;13:00:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;19.0
47/2026 - DAM-PONTA PORÃ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM ALTOS DA GLORIA;MS;PONTA PORÃ;5006606;2026;11/02/2026;11:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;15.0
47/2026 - DAM-PONTA PORÃ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM ALTOS DA GLORIA;MS;PONTA PORÃ;5006606;2026;11/02/2026;11:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;82.0
149/2026 - DAM-DOURADOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;;MS;DOURADOS;5003702;2026;11/02/2026;08:22:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;25.0
149/2026 - DAM-DOURADOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;;MS;DOURADOS;5003702;2026;11/02/2026;08:22:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;INDÍGENA;31.0
85/2026 - DP-BATAYPORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;ANTONIO OLIMPIO PINHEIRO;MS;BATAYPORÃ;5002001;2026;11/02/2026;08:04:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;22.0
85/2026 - DP-BATAYPORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;ANTONIO OLIMPIO PINHEIRO;MS;BATAYPORÃ;5002001;2026;11/02/2026;08:04:00;VÍTIMA;FEMININO;N/I;N/I;N/I;18.0
148/2026 - DAM-DOURADOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM MARCIA;MS;DOURADOS;5003702;2026;11/02/2026;07:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;50.0
148/2026 - DAM-DOURADOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM MARCIA;MS;DOURADOS;5003702;2026;11/02/2026;07:30:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;44.0
